dest,dest_avg_dep_delay,dest_avg_taxi_out,dest_avg_wheels_off,dest_avg_wheels_on,dest_avg_taxi_in,dest_avg_arr_delay,dest_avg_crs_elapsed_time,dest_avg_actual_elapsed_time,dest_avg_air_time,dest_avg_carrier_delay,dest_avg_weather_delay,dest_avg_nas_delay,dest_avg_security_delay,dest_avg_late_aircraft_delay,dest_avg_total_add_gtime,dest_avg_longest_add_gtime
CHA,11.2181194091949,20.6808322496749,1547.61050715215,1567.51711580481,5.47117885755905,7.18742505604504,84.7415230399427,80.4863470557582,54.343147472642,23.1690573770492,5.5968237704918,10.2061987704918,0.00973360655737705,29.9016393442623,47.8740157480315,47.8740157480315
CHO,11.6882947118241,23.5791790600833,1559.11737061273,1636.04539752703,4.26742727435637,7.56826501830403,85.6826250361376,81.7649175412294,53.9571814092954,22.3964446952596,6.31941309255079,11.1297968397291,0.0654627539503386,32.222065462754,55.414201183432,55.1420118343195
CHS,9.69758898706521,19.5070201902994,1427.11762203141,1512.42817903981,6.33277883090255,4.46055333824156,112.388976020861,107.074876980898,81.2378627610523,22.4712345806987,4.02031719705608,10.2678552918006,0.0725614180574272,27.7730900798176,44.56,43.7457142857143
CID,9.66201007009576,20.8385344657318,1492.9016887221,1570.68757413998,6.44029260577303,5.42300639341825,101.703769850847,97.9785473642489,70.7011494252874,20.7555668016194,6.40814777327935,11.0091093117409,0.0589574898785425,26.9111842105263,46.0440251572327,45.0503144654088
CIU,11.3295711060948,20.0226073850791,1761.9434815373,1846.80393641181,4.555639666919,1.97016067329763,90.2290585618977,81.1216526396327,56.4934965570008,29.962441314554,18.4460093896714,11.7887323943662,5.16901408450704,18.9859154929577,46.6875,46.6875
CKB,20.1169950738916,21.9377695625385,1520.95871842267,1640.6794081381,4.08199753390875,16.8707482993197,84.7975903614458,81.543599257885,55.5473098330241,44.3316708229426,8.09476309226933,10.1895261845387,0.0,39.14463840399,55.25,55.25
CLE,11.3344818785094,19.6336147653642,1463.5203416454,1498.37516079302,6.97091487544065,5.91743633627431,120.602515977516,115.458584885253,88.8613891565554,21.7167589330649,4.20005032712632,11.572722697534,0.0478107700050327,32.1649723200805,48.9895424836601,48.0601307189542
CLL,8.04940755644981,20.4625195793242,1554.26695010069,1599.6490481523,4.71825307950728,6.77248201438849,54.5761154855643,53.2589928057554,28.0822841726619,34.8233731739708,4.79017264276228,11.0863213811421,0.0,24.3877822045153,35.8787878787879,35.6363636363636
CLT,8.5825885441401,16.9165793197956,1248.15743032982,1379.74288377443,12.5730733772803,3.08150539437072,116.395509382042,111.082618152974,81.606166974,20.1680546923555,3.33390926041019,11.5569670602859,0.0722063393412057,31.9601118707272,42.2947818126335,41.6109246261825
CMH,10.2806490260478,18.9136165948699,1466.00092974246,1526.37385195516,5.95857224030167,4.84792841255884,115.984031652633,110.737131744455,85.8700761337305,21.0236211940622,3.59437642214758,10.0296890237295,0.0837577202297107,29.158196987756,47.518771331058,46.5631399317406
CMI,11.3010714913051,22.0798171589311,1593.9685302391,1663.2920556632,4.78950149726968,9.47668668315083,76.3144356067016,75.1455316142706,48.2900035323207,16.1695294996266,5.72143390589993,11.7221807318895,0.029126213592233,30.0216579536968,40.6153846153846,40.6153846153846
CMX,22.196804647785,25.8704512372635,1567.55312954876,1537.80486008837,4.69587628865979,20.2312267657993,90.2451790633609,88.3635687732342,57.835687732342,30.1331658291457,19.035175879397,11.178391959799,0.0,28.178391959799,49.7083333333333,49.7083333333333
CNY,8.87426326129666,20.8187192118227,1276.75862068966,1356.11221449851,4.51042701092353,5.98303393213573,76.1275167785235,73.2425149700599,47.9880239520958,32.0942408376963,6.7434554973822,8.07329842931937,0.0,23.9895287958115,47.8461538461538,47.8461538461538
COD,16.3257751041185,22.7359888837425,1461.40250115794,1547.09230769231,3.86013986013986,16.1093823668081,87.0237442922374,87.0674210278171,60.4879773691655,34.3546391752577,10.2927835051546,12.0329896907216,0.0,38.1711340206186,50.28,50.28
COS,14.5352367688022,20.9917305458769,1545.40943089431,1625.19832674878,7.24113409249361,10.6414127294754,117.265105878058,113.371959742801,85.1659211629857,27.5950347567031,4.80139026812314,10.5185700099305,0.0411122144985104,31.0510427010924,41.6120218579235,40.8579234972678
COU,13.8126403039199,22.6649956784788,1649.78254105445,1716.27644105937,4.51947377531591,12.966869037294,91.1169281585467,90.5016478751084,63.3172593235039,22.5154155495979,4.72050938337802,11.2747989276139,0.00402144772117962,32.9738605898123,45.5510204081633,45.5510204081633
CPR,15.1486424298205,21.1772151898734,1542.2087456847,1600.90211883924,3.77614002763703,10.3387990762125,72.9615559599636,68.2667436489607,43.3242494226328,37.4518229166667,7.16276041666667,9.56901041666667,0.0,54.5091145833333,48.2857142857143,47.8285714285714
CRP,10.1487780861158,16.189934628817,1499.57598280648,1557.82035659887,4.48069169429263,6.75804860550623,70.3686559327966,66.9484351179266,46.2867007443279,21.5175284837862,4.35495179666959,8.14767747589833,0.0451358457493427,27.9592462751972,35.2459016393443,34.4262295081967
CRW,12.2910488742449,20.2314594396631,1529.87987548068,1607.18500504726,3.97843443149491,7.71943776585907,83.3668723727752,79.0496257277516,54.8687736808058,20.8895297249335,8.07630878438332,8.31100266193434,0.0488021295474712,33.5008873114463,45.9885057471264,44.1609195402299
CSG,8.10732673267327,20.2552268244576,1548.88205128205,1586.95183576786,3.39794709830241,5.41263494602159,47.6963515103962,45.3271139341008,21.7098054783644,26.7549019607843,7.89950980392157,8.41176470588235,0.0,23.8382352941176,26.4782608695652,26.4782608695652
CVG,11.5356228332808,19.6640090444357,1438.38733779001,1517.68051281547,6.14359029819197,6.13218775864108,120.724377830243,115.568405720078,89.7683525741337,20.3218041365562,4.13859955145776,11.324794418141,0.0589583852479442,35.7947171692001,45.7875354107649,44.871104815864
CWA,8.2115668338743,20.6706975372364,1542.81698864474,1582.66238179669,3.84397163120567,4.92839102659337,70.3735525375268,67.2655208178989,42.787968587939,20.5431993156544,12.082121471343,12.5970915312233,0.0153977758768178,28.8665526090676,46.655737704918,46.2622950819672
CYS,10.5767097966728,23.8872458410351,1288.0831792976,1344.13148148148,3.96666666666667,0.936685288640596,143.678883071553,133.92364990689,106.061452513966,59.3589743589744,5.96153846153846,5.16666666666667,0.0,27.7051282051282,42.0,42.0
DAB,8.04949763593381,17.7395094562648,1534.40957446809,1575.51019804907,3.77992905704996,4.18110469420998,88.6750401635753,84.8833111209833,63.3654671997631,18.2218543046358,6.63079470198675,9.07615894039735,0.081953642384106,21.1034768211921,29.6206896551724,29.6206896551724
DAL,9.63618294447332,12.5645591851071,1332.24150333685,1511.96317706795,5.14475294316216,3.7391356542617,127.556789080898,121.883475743238,104.192302803474,14.5695925828214,1.53812233822033,11.4899935928843,0.116609505144537,23.2609957411525,27.2867383512545,27.0268817204301
DAY,13.6526883330837,21.3695508784554,1527.8556095221,1613.62469261681,5.26491933065435,9.29478553406224,99.7988146677566,95.5153781462125,68.8834024148495,23.04114490161,5.82331085730012,10.6945094261731,0.0423833769093161,35.8699600935737,51.2414860681115,48.9318885448916
DBQ,7.13112244897959,22.6848825331971,1548.61593462717,1594.26861838726,4.63687724704674,8.51779267663744,57.2496343247197,58.7013924703455,31.4115523465704,9.36997885835095,4.77589852008457,13.6194503171247,0.0,23.0126849894292,40.8235294117647,40.8235294117647
DCA,10.2639267676316,17.0786091646904,1311.15519023654,1471.01802940113,6.68248638935918,5.44317259411972,118.587471346855,114.098490534867,90.3550708762655,19.1266964187731,2.87836997475948,15.749058053188,0.0827084171635512,30.7166294765336,43.9006426099852,43.0785961443401
DEN,10.163492696591,16.2343703747286,1278.39744285118,1384.36541379101,8.89463008630186,5.42827521067312,150.680794884286,146.102823979102,120.984872858218,21.0005695375944,3.23114388679949,16.7211131514086,0.0704066302031678,29.2061824287833,36.9245618491237,36.2308864617729
DFW,11.5874627126799,16.7185386816976,1241.3302022704,1398.12985878254,11.9863545232488,7.37823978165217,143.871148234183,139.95618678165,111.29297968572,22.3975865326048,5.17060230753613,17.5485827279067,0.0883378501249106,29.8788940775593,41.3019378098242,40.4729607931501
DHN,10.6516976998905,20.2665206279664,1560.53377144943,1519.77254472435,3.64293537787514,6.04314442413163,62.5886421550783,58.0299817184643,34.1414990859232,18.4655172413793,6.20306513409962,9.272030651341,0.693486590038314,29.4540229885057,40.4615384615385,40.4615384615385
DIK,24.6851851851852,20.2191780821918,1689.55197421434,1778.47738287561,5.4232633279483,22.0563725490196,101.024767801858,98.343137254902,72.7222222222222,30.9527777777778,8.76388888888889,7.57777777777778,0.0,50.2722222222222,35.75,34.9
DLG,-1.93373493975904,12.1867469879518,1411.59036144578,1488.15950920245,4.68098159509202,-3.96319018404908,70.4939759036145,68.6503067484663,51.8036809815951,29.6470588235294,0.0,3.23529411764706,0.0,17.0,,
DLH,16.3465050639216,20.3967093235832,1530.29649326907,1575.63628776498,5.40360540811217,8.9734721289456,77.8789303079417,70.5933512424446,44.8210208193418,26.7926509186352,26.4698162729659,10.0481189851269,0.163604549431321,27.7025371828521,40.625,40.3571428571429
DRO,14.6307136629717,20.2859636000997,1449.18698578908,1523.11005739955,4.70464187671575,12.2283070767692,89.2694785462502,86.7596899224806,61.7889472368092,24.6001091107474,4.42389525368249,8.45935624659029,0.155482815057283,41.1543917075832,39.36,38.22
DRT,1.42270531400966,19.2524154589372,1696.42995169082,1772.18621523579,3.82103990326481,0.612864077669903,85.0238663484487,84.2342233009709,61.1796116504854,10.1428571428571,2.16666666666667,11.0714285714286,0.0,18.4365079365079,31.8571428571429,31.8571428571429
DSM,10.3693536382893,20.6282073261329,1488.6000914338,1594.50387198171,5.63243320474353,6.06171883958262,118.50954804961,114.383958751074,88.1263248352907,20.3045678144765,5.05495432185524,10.1070976809557,0.0352775825720309,28.7583977512298,42.6439393939394,42.0719696969697
DTW,9.08295718681672,17.3837637634764,1295.93297635625,1420.52868153389,8.60457216041902,2.50534915498022,122.745910522139,116.282129354092,90.3012233866678,24.9752353976881,6.51339661639746,12.9894932251397,0.0757100206690653,33.5557299242134,42.7565877623939,42.0803930326038
DUT,15.9657142857143,8.64065855404438,1209.08941344778,1449.40648011782,2.77286135693215,26.7061503416856,138.219649561952,149.739329268293,138.362042682927,20.7929447852761,4.73619631901841,17.521472392638,0.0,9.51687116564417,11.0,7.0
DVL,9.23925863521483,15.8854254422915,1756.6697556866,1686.99746407439,5.43702451394759,6.93564775613887,45.1315156375301,42.4733276883997,21.2125317527519,67.0047393364929,10.9668246445498,6.36492890995261,0.0,38.8341232227488,30.0,30.0
EAR,11.360884749709,19.6247086247086,1731.06876456876,1860.67643610785,4.2672919109027,6.43683589138135,76.1830508474576,71.3211334120425,47.5017709563164,42.8089171974522,10.3949044585987,9.38216560509554,0.0,23.375796178344,48.2857142857143,48.2857142857143
EAT,4.94478527607362,16.0771591407278,1641.79526523455,1456.47699115044,4.35840707964602,4.3215234720992,47.9631849315069,47.4198405668733,26.9986713906112,11.5251798561151,1.94964028776978,7.08393285371703,0.0,19.1630695443645,17.625,17.625
EAU,16.9060258249641,23.5570710696339,1605.14931801866,1675.03323699422,3.93280346820809,11.3687272727273,81.6049896049896,76.6218181818182,49.1461818181818,30.7241379310345,6.25862068965517,11.5574712643678,0.0,31.2701149425287,52.6666666666667,52.6666666666667
