dest,dest_avg_dep_delay,dest_avg_taxi_out,dest_avg_wheels_off,dest_avg_wheels_on,dest_avg_taxi_in,dest_avg_arr_delay,dest_avg_crs_elapsed_time,dest_avg_actual_elapsed_time,dest_avg_air_time,dest_avg_carrier_delay,dest_avg_weather_delay,dest_avg_nas_delay,dest_avg_security_delay,dest_avg_late_aircraft_delay,dest_avg_total_add_gtime,dest_avg_longest_add_gtime
ECP,13.4080435693339,16.0353641163161,1495.13165172212,1553.84832732456,3.64894776557391,8.42563198118754,90.3447650453421,85.2036617115982,65.5369110607206,32.2078272604588,8.39226270805218,11.6248313090418,0.0193432298695457,25.195681511471,34.4590163934426,34.4590163934426
EGE,16.779427587691,20.2798362774666,1326.12688496338,1445.5383445579,6.80056484901151,14.2484034353667,141.157927984839,138.645892975116,111.680026425897,29.1100917431193,14.143119266055,19.1110091743119,0.0018348623853211,22.954128440367,38.4285714285714,38.4285714285714
EKO,1.37025796661609,17.5394537177542,1767.01972685888,1722.66844106464,4.24562737642586,-4.19036697247706,60.8108925869894,55.8165137614679,34.0496941896024,33.7866666666667,44.1333333333333,9.84,0.0,13.3866666666667,27.5,27.5
ELM,11.5704184979935,19.1575119617225,1535.77454545455,1612.2996742671,4.26058631921824,6.31008645533141,84.4945427173504,79.2330451488953,55.8096061479347,31.7830687830688,6.52169312169312,7.58518518518519,0.0518518518518519,39.3470899470899,43.74,42.14
ELP,11.369171156347,16.2463294836055,1502.56975972388,1529.65353159851,3.80998406797663,6.93272171253823,114.464944068064,110.007100119665,89.9531711208616,20.8643108651911,2.9976106639839,6.80193661971831,0.0663983903420523,27.7423289738431,31.03,30.78
ERI,11.1387530562347,22.625,1681.6455954323,1737.3750255467,3.80012262415696,6.24825891028267,80.4162688941925,75.288201556739,48.8951249487915,22.2658610271903,5.87713997985901,9.0392749244713,0.00100704934541793,31.8902316213494,48.8965517241379,48.8965517241379
ESC,12.4249384741591,20.6086956521739,1275.31173092699,1370.82493806771,4.38398018166804,4.60847880299252,89.0691318327974,81.1172069825436,56.2086450540316,32.340206185567,21.860824742268,6.96907216494845,0.0,25.7525773195876,39.2,39.2
EUG,7.26342086916105,18.7416037187682,1561.33137710633,1537.2833469008,4.94481916501919,3.55661696178938,105.141353729369,101.304636533085,77.6226118359739,22.8041345480028,2.77785564120533,7.18780658724597,0.0949544498948844,28.3090399439383,31.9213483146067,31.9213483146067
EVV,10.3461502825906,21.75954869139,1549.99842781837,1584.20592044403,4.48732654949121,6.66350622792341,89.6839387625691,86.1721357063404,59.9349276974416,23.0717339667458,4.89596199524941,8.74014251781473,0.00475059382422803,33.3453681710214,43.7294117647059,42.8941176470588
EWN,9.49751639181403,19.266137040715,1531.64508440914,1590.57535337448,3.55464861636472,7.73058446757406,70.6624350836699,69.2392564461323,46.4471317209674,17.4519140989729,6.19887955182073,8.43043884220355,0.0373482726423903,27.4491129785247,35.3529411764706,35.0588235294118
EWR,22.8921084226824,20.8846182341781,1315.77296022729,1415.92805164168,10.0926868884792,18.8600652334295,164.062077443147,161.052325731887,130.092595708332,13.3884180935344,2.68949654996167,44.5542754919499,0.0326910299003322,22.1770508561206,45.7810018326206,45.1857055589493
EYW,3.73411129327804,19.9247394828252,1324.90167888846,1483.96950689955,4.93023255813953,0.411399767351687,118.303718612229,114.66595579682,89.8201822411788,22.1974248927039,6.59728183118741,14.6330472103004,0.0107296137339056,15.8640915593705,39.75,38.4464285714286
FAI,0.787701928087546,15.9158586174539,1562.94401000938,1351.60538116592,3.58306392741683,-1.66412771285476,143.57732491983,141.536832220367,122.042153589316,20.1570850202429,2.5004048582996,10.668016194332,0.0388663967611336,15.9457489878543,22.2233009708738,21.126213592233
FAR,10.5203354297694,20.2093852716973,1469.51339254493,1596.8422673198,6.16696990902729,6.27683140553803,111.860476222965,107.642486683488,81.2863751051304,26.1639985770189,7.04909284951974,11.367129135539,0.00675916044112415,24.8271077908218,40.9826086956522,40.504347826087
FAT,8.14254929863793,20.0413515491583,1500.91530454582,1563.86833970552,5.29093793215651,3.88304974354799,107.15876605023,102.862289342994,77.5295123341203,28.234583127775,2.26739023186976,6.82634435125802,0.0436605821410952,30.84361124815,30.3700787401575,30.1496062992126
FAY,10.074444827983,20.050298576022,1526.84014699127,1574.83042078639,4.52690273626121,6.48110918544194,66.633845463721,63.2717316117132,38.7083237260779,20.0152314001172,5.78383128295255,7.05448154657294,0.125366139425893,28.7633274751025,43.2222222222222,43.2222222222222
FCA,7.7407285132607,19.2571805876527,1444.74325960163,1521.7167254297,4.01564565888056,1.77037773359841,130.585267075306,124.590015462779,101.328584051248,23.5350578624915,3.25187202178353,7.91286589516678,0.0530973451327434,24.5146358066712,27.5789473684211,27.2631578947368
FLG,7.88536251709986,21.4194520547945,1545.46657534247,1577.23413025556,3.95136026380874,4.12283117598458,76.8935656836461,73.1032773340678,47.7427705866153,31.7450628366248,2.99461400359066,9.48653500897666,0.132854578096948,30.1723518850987,39.53125,39.53125
FLL,12.9249743274833,16.3504467165943,1316.3660030865,1413.33488535354,7.12524390118002,6.97674490809737,166.646547147466,160.706182179468,137.241144844217,21.1073307192043,2.22620983167559,15.6591908951798,0.127534429992349,26.9716908951798,35.3803986710963,34.5074750830565
FLO,8.28197908286404,23.3631600161225,1599.06368399839,1620.80475998386,6.46551028640581,5.97456600726685,58.4965517241379,56.0976988292289,26.3007670569237,16.5869120654397,6.04294478527607,6.3640081799591,0.132924335378323,27.4907975460123,47.7222222222222,47.7222222222222
FNT,8.75223816201057,19.7814990307991,1461.86689640319,1499.47320754717,4.82242587601078,5.17778258986574,94.9722134512157,92.0271410034602,67.4344723183391,23.280258519389,3.74559341950646,9.76498237367803,0.0240893066980024,28.0223266745006,36.6,36.6
FSD,12.7112296187324,21.4734130634775,1493.0237350506,1623.22011420151,5.72524098974642,8.82270596941293,107.340640305818,103.535458806117,76.3690182535767,24.8017967434026,5.65188096574958,11.692869174621,0.0401459854014599,28.6777091521617,41.8620689655172,40.8275862068966
FSM,10.0084581923635,19.2612373127115,1587.63629772837,1616.73694390716,3.81890715667311,7.63367297428433,81.2659069325736,79.1857419980601,56.105722599418,22.1003717472119,4.99504337050805,7.23296158612144,0.0,32.8525402726146,38.75,38.75
FWA,13.5529987924326,21.3968307258444,1581.95051366414,1696.64316914186,5.75781197500168,8.33634341936788,96.3160155991804,91.302109306557,64.157962126828,25.4369773923815,7.09476618148033,9.55311241870548,0.158253329204088,31.9355837720657,44.2888888888889,43.9259259259259
GCC,7.51269035532995,20.1556543837357,1648.84752223634,1670.4548346056,5.54834605597964,5.85969387755102,77.8622194513716,76.1734693877551,50.4566326530612,29.6541095890411,4.63698630136986,9.27054794520548,0.0,25.8253424657534,28.625,28.625
GCK,3.41284403669725,19.5095406360424,1683.80848056537,1775.0170575693,4.181947405828,2.28183118741059,91.1502057613169,90.2646638054363,66.5236051502146,12.969696969697,12.5808080808081,9.86868686868687,0.303030303030303,17.4141414141414,38.5384615384615,37.7692307692308
GEG,7.1183908045977,15.6941576805463,1495.68411008668,1497.58756438558,4.07500919793966,3.27332166866194,101.294486930716,97.3642830831568,77.5974767473985,19.9731306825892,2.07436558556113,6.62464377798887,0.0925498710815579,24.1964988465192,29.7083333333333,28.9958333333333
GFK,8.39807460890493,18.5173243503369,1481.31063522618,1569.85731501567,4.3940708604483,0.612817412333736,93.373339658444,85.4276045443558,62.5516074450085,23.9798534798535,20.6446886446886,11.1062271062271,0.441391941391941,21.8369963369963,39.5172413793103,39.5172413793103
GGG,3.55910165484634,21.3489059727972,1587.29331756357,1633.16873889876,4.52457075192422,2.68938944872555,54.0568965517241,53.3556609365738,27.4736218138708,13.5708154506438,9.04721030042919,8.7725321888412,0.0,23.5407725321888,57.1764705882353,57.1764705882353
GJT,6.07151319332256,20.2358897027143,1534.54190004308,1597.12903920724,3.707453683757,2.66429341963323,87.059891107078,83.6637540453074,59.7306364617044,25.0346420323326,4.61739799846035,10.0061585835258,0.00538876058506543,31.0554272517321,35.72,35.72
GNV,7.63627829352248,19.946968118358,1571.72348405918,1612.37905158937,4.13684210526316,5.20127695206196,83.302085484204,80.9157532101472,56.8339075060027,20.3223796033994,4.59603399433428,9.37847025495751,0.0492917847025496,22.8640226628895,36.0943396226415,36.0943396226415
GPT,10.8355354659249,19.0450544359509,1574.17790132036,1604.94179710145,4.58098550724638,7.93653196692675,91.5807333181508,88.7394390783196,65.1392994297684,22.4840394660476,10.0713871154962,9.64712710388857,0.0621009866511898,26.6819500870575,32.0754716981132,31.9622641509434
GRB,11.0389137274383,20.7683905668184,1523.02639635912,1559.49792909211,4.25207090788602,6.20277109433336,75.8403124496698,71.2818875435396,46.2769945264555,26.8545531197302,7.37984822934233,9.96753794266442,0.113406408094435,26.2293423271501,46.0853658536585,45.5487804878049
GRI,7.40304907098618,18.9556297709924,1453.94704198473,1603.0553699284,5.40286396181384,4.93100143747005,117.121722846442,114.758984187829,90.4230953521802,31.8005617977528,5.41292134831461,9.00842696629213,0.132022471910112,18.9466292134831,36.2222222222222,33.7222222222222
GRK,6.29101375119923,19.921132618781,1505.26299792033,1545.00288184438,4.45949407620877,5.19505935194097,56.9117416522966,55.8750401026628,31.5046519088867,21.2614259597806,4.27513711151737,11.2915904936015,0.0219378427787934,19.1873857404022,40.8421052631579,40.8421052631579
GRR,11.0244002411091,20.2539318795832,1470.77057603242,1567.25687055133,6.2553022077452,7.16137297558617,103.943396671224,100.2280316026,73.7212786005944,21.57375,4.96693181818182,11.22875,0.0778409090909091,26.91625,47.4955752212389,46.1091445427729
GSO,11.1357409713574,22.1550010144045,1523.78491725357,1591.54226576994,6.13888566790352,7.88459416291564,93.7783080137799,90.4786332230157,62.1963072635429,19.2502989238741,4.98339311810814,12.7702936096718,0.016606881891856,30.2681015012621,57.5555555555556,56.4640522875817
GSP,11.552970428914,20.558872305141,1505.31606846719,1555.19378536094,4.17251695844071,6.72012933080209,91.688070999739,86.5806346381969,61.8559015421115,21.6455876083558,4.65894557339776,9.82407275827767,0.0383686229927526,29.9964473497229,45.7598253275109,45.061135371179
GST,-5.27272727272727,13.6666666666667,1665.88484848485,1692.46951219512,5.80487804878049,-4.84756097560976,33.9638554216867,34.3353658536585,14.9329268292683,19.75,0.0,6.6,0.0,23.4,19.0,19.0
GTF,9.43024,20.3874839948784,1546.50912291933,1622.53365384615,4.03958333333333,3.44608947537818,120.680577594414,114.709044093981,90.2938525909237,27.3241379310345,7.41773399014778,8.35270935960591,0.0,30.1093596059113,37.48,37.22
GTR,9.58831583751711,18.2221210741921,1539.03140646336,1514.6704597178,3.53117888029131,3.65048098946404,73.3107678328033,67.4872029250457,45.7545703839122,20.3018867924528,9.76819407008086,7.3989218328841,0.0,27.8490566037736,26.258064516129,26.258064516129
GUC,18.2829113924051,21.8446417247939,1315.60177552315,1392.55477707006,3.36751592356688,15.8347213324792,89.1173939766441,87.137732222934,61.9115951313261,24.2434367541766,12.8663484486874,8.50119331742243,0.0429594272076372,33.326968973747,39.0869565217391,39.0869565217391
GUM,2.71655328798186,13.1260770975057,1294.55011337868,1433.0603722197,4.01543349977304,0.0349523377212892,184.974740640505,182.434861552429,165.294598275079,24.722602739726,0.808219178082192,6.78424657534247,0.0,27.1712328767123,32.0,28.1428571428571
HDN,17.9143598615917,22.030294287363,1308.04904789383,1425.11327330816,5.03165843740924,14.8468284127448,121.638755304102,118.90967553347,91.917567962584,27.634772462077,5.42123687281213,12.0583430571762,0.0,41.2112018669778,28.6944444444444,28.6944444444444
HGR,12.35,13.403125,1181.125,1347.371875,5.56875,9.26959247648903,126.872274143302,123.721003134796,104.746081504702,28.8615384615385,15.3384615384615,14.0307692307692,0.0,17.7384615384615,20.3333333333333,20.3333333333333
HHH,13.3402929261452,20.8356719675709,1413.27720611163,1485.8065830721,6.62915360501567,11.5527146464646,78.5714285714286,77.0811237373737,49.6186868686869,26.6742301458671,15.1507293354943,9.31118314424635,0.191247974068071,37.6790923824959,45.6111111111111,45.6111111111111
HIB,4.25363489499192,19.016155088853,1668.03069466882,1729.4696847211,3.41713823767179,-8.32820097244733,67.242983159583,54.6223662884927,32.1766612641815,20.0480769230769,40.2788461538462,11.8365384615385,0.153846153846154,14.8076923076923,21.6666666666667,21.6666666666667
HLN,7.62045357295678,20.4973250588487,1613.31885298523,1735.83586561096,3.60517868606891,1.51051051051051,113.70353041259,107.570999571,83.4946374946375,19.6666666666667,6.19553805774278,8.6758530183727,0.0236220472440945,28.8845144356955,42.0384615384615,42.0384615384615
HNL,3.75021788391145,12.6918755361166,1312.28709455447,1450.85634015273,7.58209672857547,0.566055762252538,176.508828060197,173.768591245234,157.336711871125,24.9057426875492,1.80283201029822,5.94872344990345,0.108488879353501,20.9618822856326,25.1034482758621,24.9589490968801
HOB,7.91861288039632,19.9262934089298,1557.0616583983,1588.97021276596,4.97234042553191,5.17246273953158,104.926212227688,102.309439318666,77.4059616749468,26.6865671641791,3.82835820895522,13.2201492537313,0.0,22.7462686567164,53.0714285714286,53.0714285714286
HOU,10.0378175644657,12.9131621354681,1339.3048985462,1452.36230477214,5.46755880670492,3.48665641907442,126.122379488222,119.828491780215,101.455071255504,15.1911831471897,1.70852628711523,10.8028239353491,0.150685553436847,23.0458094978662,28.983666061706,28.4355716878403
HPN,15.8844811441219,18.6491638653674,1469.64878090294,1617.93942245989,5.25805347593583,11.8529081808768,134.007936836013,130.762512393844,106.91610984179,26.8400992731785,6.30047863853927,11.0879276723985,0.103882290374047,31.7562488920404,40.3922651933702,39.6298342541436
HRL,9.36916965658637,14.9725922131148,1504.77113217213,1559.98321373655,3.24141465914915,3.91714836223507,78.793281980048,73.3712267180475,55.1735388567758,21.1301322199026,4.17745302713988,7.89839944328462,0.0521920668058455,22.4237995824635,34.46875,34.09375
HSV,9.79521150752342,19.7238654110075,1532.33377502248,1588.72930373456,5.27400956122497,6.08660409556314,99.4926593569968,95.6111742962752,70.6241588475026,23.1937639198218,5.2425142291512,9.56743380351398,0.0346448898787429,30.2066320217768,43.0306748466258,42.9693251533742
HTS,8.59249418797742,20.1800332778702,1403.08519134775,1491.21952031979,4.56095936042638,5.24282855236825,86.8969873663751,83.8535690460307,59.1017344896598,19.7207357859532,7.7809364548495,7.08026755852843,0.0702341137123746,25.7993311036789,36.9354838709677,36.9354838709677
HVN,12.1494949494949,21.8923154701719,1543.54752275025,1588.83724489796,3.56020408163265,6.24550590652286,71.2646358876725,65.7498715973292,40.3287108371854,15.8575342465753,6.04383561643836,10.0493150684932,0.13972602739726,40.8904109589041,55.9444444444444,55.9444444444444
HYA,14.6959064327485,22.1578947368421,1184.43859649123,1251.34502923977,3.97076023391813,11.6352941176471,67.5755813953488,64.8,38.6235294117647,39.5405405405405,8.27027027027027,6.10810810810811,0.810810810810811,25.8648648648649,22.0,22.0
HYS,15.7829525483304,18.7235164835165,1373.37054945055,1465.02448797863,4.57969723953695,13.8820375335121,59.869042507514,58.6295799821269,35.4030384271671,48.0149892933619,5.93147751605996,10.0471092077088,0.0321199143468951,36.186295503212,52.2222222222222,52.2222222222222
IAD,10.9548362753462,17.5689184531983,1336.89110134954,1428.82305760572,6.16707791461727,6.66758014392748,129.149390654004,125.342083630186,101.614216035513,22.8515139693305,4.48302973921916,14.636347267653,0.0338805029559163,38.6373075653453,44.1628264208909,43.1144393241167
IAG,5.58920907418761,12.5885959534028,1425.87185775598,1103.72470876763,7.51502145922747,-0.36402701043585,157.379393939394,151.453652547575,131.352977286679,25.0139534883721,6.67441860465116,15.1348837209302,1.52558139534884,20.9813953488372,20.8,20.8
IAH,8.63412637050689,17.2243326151783,1255.28769386619,1414.77589838733,8.58131297274154,5.80106286113513,147.790137637334,145.097408249394,119.311952058913,18.99930829148,4.96246729421672,21.1848365462693,0.0436828967549848,26.0257586238008,39.642578125,39.08046875
ICT,10.5721595836947,19.5863520020823,1454.06776278686,1580.01931088353,4.48255511195973,6.24105395886778,111.054413646055,106.957693812774,82.9001260924388,22.3429610611896,4.02481814291827,9.62879760376551,0.0466409927257167,26.8761232349166,37.4894736842105,37.0052631578947
IDA,9.81968085106383,20.4868747782902,1508.49769421781,1596.48013479957,4.21053565094005,4.97157576834251,87.5926447298962,82.6791614851661,57.9857878841713,31.3007769145394,3.51276359600444,8.1054384017758,0.0588235294117647,33.9256381798002,36.2558139534884,35.1162790697674
IFP,1.2,24.5333333333333,1130.73333333333,1188.26666666667,4.13333333333333,-4.91111111111111,72.7555555555556,66.6444444444444,37.9777777777778,7.14285714285714,0.0,3.42857142857143,0.0,14.1428571428571,,
ILM,8.44272482820436,21.5894799760909,1473.92390914525,1544.96147864577,4.61550424691949,5.11293708390811,87.0627571420293,83.5840527577938,57.3881294964029,18.5263157894737,4.80473372781065,10.518530052943,0.0535658673310495,27.1273746496419,50.6029411764706,48.6544117647059
IMT,6.68098159509202,18.623944742901,1276.54029163469,1319.22384615385,4.52692307692308,-2.91388673390225,83.9389140271493,74.3762606671839,51.211016291699,29.3904109589041,14.9246575342466,8.04794520547945,0.178082191780822,22.972602739726,39.6363636363636,39.6363636363636
IND,10.6608481243029,19.3086805079937,1463.12352503767,1543.07643904253,6.20395161763842,5.20911772488069,127.759998075906,122.479065028704,96.9695135092772,22.1191510864073,3.55406771096513,9.81414855987873,0.0902475997978777,29.510611419909,43.8923959827834,43.2611190817791
INL,4.80265210608424,17.743950039032,1294.92271662763,1373.37236533958,4.23419203747073,-3.98824451410658,76.1344667697063,67.2970219435737,45.3495297805643,32.0821917808219,7.71917808219178,10.8082191780822,0.0,15.8493150684932,36.6666666666667,36.6666666666667
IPT,5.290212183436,24.4297520661157,1565.94214876033,1607.28330995792,6.13113604488079,0.163969035890218,66.783194355356,62.0738916256158,31.5249824067558,13.0083333333333,1.98333333333333,16.575,0.0,27.6666666666667,49.75,49.75
ISN,10.1431523022432,21.1317577548006,1471.48803545052,1614.89464338562,5.69014501331755,3.83764495985727,117.989516598719,111.991376746952,85.1513529586679,27.9484193011647,4.75707154742097,10.7071547420965,0.0,30.3660565723794,41.5641025641026,41.5641025641026
ISP,14.4374291115312,15.0518871492323,1498.71726798275,1572.53901515152,4.89568181818182,8.8880206357636,123.645266032027,118.480009104013,98.5503376071618,22.3609958506224,2.25103734439834,9.04840940525588,0.13865836791148,34.792531120332,37.4761904761905,37.4761904761905
ITH,13.2357954545455,23.2980427046263,1620.6909252669,1662.82246829791,4.77317378103233,6.47936849659132,79.2737830913749,72.9047362755651,44.8369214208827,24.5258092738408,10.6981627296588,9.02537182852143,0.0244969378827647,32.1242344706912,58.078125,56.8125
ITO,-1.01598409542744,13.1835387673956,1249.182027833,1312.2510936133,5.58363159150561,-1.14975730086735,66.9848292295473,66.8506405665632,48.0830747195035,18.8895705521472,1.30429447852761,1.97791411042945,0.0834355828220859,12.9754601226994,17.2833333333333,17.2833333333333
JAC,13.1917929432585,19.729092920354,1388.91581858407,1531.91790383337,4.18335918457789,9.10441767068273,128.538528992656,124.121374386435,100.239402052655,27.165471594043,8.65968008825152,11.3717595146167,0.0,30.380584666299,35.5714285714286,35.5714285714286
JAN,9.66432025463671,18.99865237366,1479.06964777948,1530.49564844325,4.88777886736945,6.79660182221128,93.8859375,90.9162819329024,67.0406278855032,23.788881748072,5.84832904884319,9.79723650385604,0.0411311053984576,26.7596401028278,46.2952380952381,46.2952380952381
JAX,10.5022384840778,19.6561012613041,1435.37638326987,1530.49854227405,5.68133813292081,5.8691654247392,121.034190664615,116.177774797729,90.8493436443014,22.4878279194826,3.24068018312623,11.0375699440448,0.0678003052103772,25.4868832206962,45.652719665272,45.1799163179916
JFK,14.4283286748825,18.2363446044535,1320.85320846286,1393.03847328365,10.142229396111,6.89258955515037,194.264328213105,187.741199494045,159.381776886789,20.6028597873104,3.20211178481706,28.0967114334826,0.114240380801269,28.3616289832077,39.7571636716853,38.95677513356
JHM,-3.24216765453006,11.7109634551495,1137.86378737542,1180.36852723605,2.22057834566241,-4.62146892655367,39.4665161775771,38.2068665797479,24.8944182918628,13.8705882352941,0.0764705882352941,2.62352941176471,0.0882352941176471,18.6588235294118,19.3125,19.3125
JLN,8.75656660412758,19.945463093559,1627.94452280207,1685.55214723926,4.97262859839547,8.45445920303605,82.4942844078647,82.3856736242884,57.4952561669829,24.4954128440367,3.35321100917431,9.89678899082569,0.135321100917431,24.5871559633028,53.2631578947368,49.4736842105263
JMS,16.7751448130595,21.696682464455,1227.22064244339,1360.81102783726,4.54336188436831,9.3772874058127,91.9271623672231,87.1851453175457,61.005382131324,67.4646464646465,21.7878787878788,10.6599326599327,0.0606060606060606,24.030303030303,34.1666666666667,34.1666666666667
JNU,-1.31973327305606,14.8256839249378,1431.91363328058,1478.5415860735,4.0715667311412,-2.95577843628904,93.937822671156,92.8553681331206,73.9590836562571,17.5597014925373,2.83675373134328,9.1660447761194,0.319962686567164,18.8134328358209,14.7261904761905,14.6666666666667
KOA,1.6661049431668,15.9152121352631,1255.56996654854,1391.66508777741,5.46866512090096,-2.63141174134622,176.193399492269,171.730557945595,150.647320244097,20.4359412367612,1.25111035189614,8.84010932695593,0.222753672702426,16.0263067987701,27.2071428571429,26.9071428571429
KTN,0.478269954032595,15.9080459770115,1304.81504702194,1365.46945202603,4.32353558681503,-1.64018495166036,93.0590436590437,91.3629676334594,71.1593106347205,17.2552845528455,2.78211382113821,9.57560975609756,0.0585365853658537,21.8325203252033,16.5094339622642,16.5094339622642
LAN,11.4010492923377,21.599682384559,1593.1881260689,1667.20014662757,4.16715542521994,7.63054910113734,66.2867174482266,62.3977008682891,36.6343402225755,28.819083023544,7.0997521685254,10.2893432465923,0.0353159851301115,28.776332094176,51.6470588235294,50.7941176470588
LAR,16.7635914332784,18.2675474814203,1796.691164327,1826.10430463576,4.58692052980132,13.6350789692436,49.6104,47.6350789692436,24.8852867830424,57.3744855967078,14.641975308642,8.59670781893004,0.106995884773663,21.9094650205761,27.3571428571429,27.3571428571429
LAS,9.7036340300808,15.1984079052391,1427.48242352877,1487.97601862419,6.85821819682879,3.96522664073303,163.901309736429,158.118606877479,136.069376529046,17.1524381194242,2.03227189525239,12.9274748107716,0.117956498078858,26.0056892201646,32.9994314951677,32.4013644115975
LAW,7.60921305182342,21.8756257219869,1491.07893723527,1527.45067698259,3.43365570599613,7.09080325960419,56.8108411214953,56.511835467598,31.2153667054715,32.1897321428571,5.00446428571429,8.45535714285714,0.0,20.9107142857143,43.6296296296296,43.6296296296296
LAX,9.07720644573309,18.4238184462162,1363.1538959559,1434.07920470545,11.7707002900562,2.90902114890257,201.991034586016,196.084892458244,165.894740136873,21.6649386536974,2.44790538299989,13.2928263512767,0.128208245827346,24.7583618879186,34.8924924924925,34.3072072072072
LBB,11.8474768207233,16.3789928465189,1524.82420851335,1600.56776894692,4.24701958558047,8.3255186132424,82.4006645438184,79.0882352941177,58.4842995169082,22.425,4.09898648648649,7.50101351351351,0.0260135135135135,30.7820945945946,36.375,36.375
LBE,11.7695150115473,14.5078558225508,1560.90804066543,1692.07781380269,6.67160722556739,7.24744661095636,134.462341197822,130.056638811513,108.876508820799,17.5831202046036,8.18158567774936,33.002557544757,0.051150895140665,24.2020460358056,30.9375,30.9375
LBF,10.0264730999146,19.3347602739726,1695.26198630137,1827.18384879725,4.98797250859107,5.22950819672131,66.2876254180602,61.6479723899914,37.3528904227783,47.089552238806,6.06467661691542,9.41791044776119,0.0,23.3980099502488,37.9,37.9
LBL,5.94768439108062,16.5287553648069,1776.96480686695,1784.78897502153,4.84840654608097,3.69516407599309,64.5455311973019,62.4110535405872,41.0379965457686,28.1153846153846,6.03846153846154,10.0240384615385,0.0,37.7403846153846,40.125,40.125
LCH,5.68444328824142,20.076882981496,1596.99947875945,1657.61243144424,4.98250195873596,4.89889994761655,64.9667519181586,64.1521739130435,39.0961236249345,18.6163982430454,9.8506588579795,12.8374816983895,0.0234260614934114,18.0468521229868,51.6666666666667,51.6666666666667
LCK,9.67950546837851,12.8834997622444,1232.68426058012,1409.47646219686,6.15786970993818,8.98902671755725,122.023674242424,121.348759541985,102.30534351145,30.5178997613365,8.75656324582339,8.39379474940334,0.136038186157518,23.5536992840095,23.6875,23.0
LEX,10.0509205506718,20.7282153373979,1536.67890174609,1584.74435590969,5.10620019920319,6.13233764612888,93.8652101387363,89.943407210279,64.1181753919082,23.4990611308158,4.50385979553516,10.3822240767786,0.0611308157730023,27.9338618819111,41.7613636363636,41.3693181818182
LFT,8.64785647230625,18.9185803757829,1495.32338204593,1542.60779600794,5.64949315497962,5.48790195873049,83.2171598238968,80.2045668796481,55.6517230543626,24.1585648148148,6.64467592592593,11.265625,0.0,26.6510416666667,44.3137254901961,43.0392156862745
LGA,16.513693736604,20.1297964721845,1307.12875320368,1479.80571980793,8.94763385981337,11.0474368388792,133.66796416453,128.776386084278,99.7247054400359,15.7461234167929,4.13030719207428,34.2999025718679,0.0590672723644516,21.7438227042763,52.7257926306769,51.9591545272779
LGB,8.94737162882828,15.2301103456685,1386.84636956654,1499.38685285688,4.25519848771267,4.44734107579462,120.281691850234,115.50684596577,96.0400061124694,20.2914402173913,1.78549592391304,6.05519701086957,0.138417119565217,31.3298233695652,35.8641975308642,35.0185185185185
LIH,1.69330216413417,15.3595294617865,1255.4371611806,1392.4743726074,6.2246207287679,-1.96280639431616,172.908151712426,169.019715808171,147.447744227353,24.2150183150183,1.56190476190476,6.46483516483516,0.168131868131868,16.0765567765568,25.6039603960396,24.6089108910891
LIT,8.78208048595292,18.9775183893359,1506.8804434161,1578.07485060965,5.57103381575766,5.30220977279801,101.716100251992,98.1780206100007,73.6305761117643,18.933025404157,4.30662639900515,9.89944928051164,0.0490317996091668,23.4528335405934,36.2971428571429,35.8457142857143
LNK,11.7432123463847,23.7095714285714,1504.79385714286,1613.029,4.19585714285714,6.33805841924399,101.297762237762,95.9258304696449,68.0386597938144,23.8053830227743,5.02070393374741,10.5175983436853,0.159420289855072,32.1559696342305,47.6969696969697,46.1363636363636
LNY,8.57130801687764,11.8715637674628,1340.91572780532,1377.36851601263,1.6147947677041,9.04992907801418,34.1852056306928,35.1619858156028,21.6796204247628,18.1312154696133,2.06906077348066,4.10359116022099,0.0,38.8204419889503,22.4615384615385,20.0
LRD,6.57966978317088,19.8894642501494,1502.77574188409,1585.53237696752,4.24068539549711,5.08349980023971,86.994319294809,85.5922892528965,61.4592489013184,25.6967963386728,4.61441647597254,12.1853546910755,0.0217391304347826,22.9736842105263,44.4594594594595,42.1351351351351
LSE,8.11766098484848,24.101706970128,1551.84257942153,1610.32652576585,3.72405604369508,4.62508926446084,69.6236732810337,66.186860271364,38.3813377767198,21.7597977243995,5.87104930467762,15.063211125158,0.103666245259166,21.7787610619469,46.03125,46.03125
LWB,14.3796835970025,23.985,1297.41916666667,1441.30325814536,4.00334168755221,13.7676174496644,83.7552334943639,82.7248322147651,54.7843959731544,21.7888198757764,7.98447204968944,10.0993788819876,0.0,36.9006211180124,43.2,43.2
LWS,0.263787943565626,17.2164242942686,1624.39520958084,1644.54370179949,4.30205655526992,-5.82535575679172,90.3808510638298,84.6571798188875,63.1686071582579,24.8715083798883,8.29050279329609,8.68715083798883,0.0,13.3240223463687,24.0909090909091,24.0909090909091
LYH,8.62459627329193,23.0587064676617,1507.1460199005,1546.35602094241,4.53552729992521,5.99025243689078,65.5894534071755,63.0644838790302,35.4898775306173,17.1877300613497,5.59509202453988,6.61840490797546,0.0,26.7877300613497,44.875,44.875
MAF,10.724827139153,16.1386036960986,1483.02075002702,1568.12824534833,4.19758762440502,7.15798601701805,87.5088779350188,84.1293154842556,63.8073275161238,22.4681075382182,4.24591460200316,9.02556668423827,0.103584607274644,27.9965735371639,33.877358490566,32.8679245283019
