dest_airport_id,avg_arr_delay,avg_carrier_delay,avg_weather_delay,avg_nas_delay,avg_late_aircraft_delay,avg_dep_delay
10135,4.59250085411684,23.4266727772686,5.8666361136572,10.7763519706691,25.9216315307058,9.51017454235845
10136,5.96550903901047,13.4369310793238,5.5370611183355,10.2769830949285,24.1352405721717,5.6977240398293
10140,4.98125918895278,21.023130154517,2.22096881220969,7.14759692861883,25.2772774670585,10.0541875580316
10141,3.43668720054757,43.4593023255814,32.2383720930233,14.0988372093023,30.5872093023256,10.7865397688647
10146,8.21378269617706,24.3151862464183,24.2406876790831,10.3553008595989,20.3123209169054,12.102
10154,9.27543224768798,30.1802325581395,15.7403100775194,10.4767441860465,39.6356589147287,16.3510511701706
10155,3.52687843616371,16.523166023166,4.7972972972973,7.54247104247104,21.8359073359073,4.4541312272175
10157,11.1234417756157,37.7496503496504,11.7818181818182,7.04895104895105,36.2405594405594,17.9052287581699
10158,6.56217246307766,12.1586582048957,3.24478694469628,37.6464188576609,26.8014505893019,10.5587256300523
10165,-7.95477386934673,24.16,2.24,10.4,12.52,-1.17085427135678
10170,-0.689486552567237,15.7820512820513,8.57692307692308,7.07051282051282,8.15384615384615,-1.96557245796637
10185,3.91592920353982,21.5306666666667,7.17777777777778,11.448,20.7377777777778,6.29791761665907
10208,6.43465405085748,19.9532224532225,8.02702702702703,9.55405405405405,25.9662162162162,9.30667846955838
10245,-2.16129032258065,7.66666666666667,0.0,11.1111111111111,11.0,-5.39516129032258
10257,8.45377677564825,24.2860793544048,5.05353059852051,8.91257565568258,30.2168123739072,13.92990972325
10268,7.51476154428463,11.0174825174825,6.26223776223776,15.6083916083916,20.4160839160839,6.00150715900527
10275,4.34024179620035,12.8603988603989,1.62108262108262,5.94586894586895,21.025641025641,6.15288077581289
10279,9.14387992754248,22.3290774299835,4.82578253706755,8.24505766062603,32.6375617792422,11.8682922641023
10299,-1.74126363236018,14.7414032650226,3.29749913164293,10.1794025703369,19.8308440430705,2.90493804806125
10333,1.90243902439024,19.7884615384615,25.5961538461538,12.9102564102564,49.974358974359,8.83927091963546
10361,6.90874233128834,14.8952702702703,6.64864864864865,12.7398648648649,32.2702702702703,12.6649331352155
10372,14.5110440948733,36.0013495276653,11.389338731444,17.1174089068826,26.1052631578947,19.3000233299634
10397,1.99558230253726,22.4391328993249,4.39505642681691,15.7127385471598,26.2272446192693,7.78610892476627
10408,6.61743454277057,28.83002722676,7.75690392843252,11.2263710618436,29.6164916374951,12.208307549505
10409,2.42362525458248,29.8681318681319,16.0769230769231,9.0,24.2967032967033,8.74596774193548
10423,3.96394887068752,20.3486166659795,2.89267307137261,9.98894982064075,26.066259844143,10.1130187861719
10431,8.70343461030383,21.9987283825025,7.0233977619532,11.236520854527,26.9318413021363,11.5165075034106
10434,5.79344470673688,19.6257416704701,5.83021451392058,12.3235965312643,28.6581469648562,10.1607223476298
10466,12.1803067879122,21.2317335243553,3.93194842406877,8.87249283667622,34.6647564469914,14.857943067034
10469,5.5086387434555,23.5260597637248,7.5642807505212,10.0097289784573,27.8325225851286,9.82213541666667
10529,6.19568937763695,22.8366949152542,3.87983050847458,9.78457627118644,28.3901694915254,11.6659283057153
10551,-3.79850746268657,18.6617647058824,12.7573529411765,5.97794117647059,12.3455882352941,-2.99507692307692
10558,4.84991423670669,53.7878787878788,5.72727272727273,8.17676767676768,26.5050505050505,11.7191489361702
10561,7.12375713983499,29.1691489361702,2.40744680851064,6.7531914893617,33.0,11.2957954785548
10562,7.18181818181818,22.5142857142857,0.0,30.6285714285714,10.8571428571429,8.36363636363636
10577,4.98803046789989,27.978978978979,17.2672672672673,11.1711711711712,21.4174174174174,14.3496767241379
10581,6.68553401609364,22.133611691023,2.37995824634656,11.4258872651357,31.4839248434238,10.8223438212494
10590,-4.91111111111111,7.14285714285714,0.0,3.42857142857143,14.1428571428571,1.2
10599,7.50169785599207,21.75164987843,4.47111265485701,9.38265601481996,27.2000694685655,11.491601205474
10620,2.78737286509307,24.9588960657663,6.19788608338227,8.53787433940106,25.7480916030534,8.9842331581462
10627,6.19807863721898,26.6805625313913,8.79708689100954,9.08186840783526,29.1988950276243,11.8444116198917
10631,-0.634129692832765,21.8734939759036,25.9638554216867,12.8915662650602,21.5060240963855,6.04424778761062
10643,11.7465753424658,15.8513513513514,0.0,20.4324324324324,34.6891891891892,12.7585034013605
10666,0.834557235421166,18.5934393638171,1.81312127236581,9.36182902584493,18.7882703777336,3.18488238668962
10676,8.16468253968254,30.7122302158273,7.29976019184652,10.5755395683453,17.3812949640288,9.17993079584775
10685,8.38375165125495,25.8377088305489,8.02943516308672,8.94828957836118,29.2267303102625,11.8408156553198
10693,4.06534333261182,20.1316614420063,3.15074580591822,9.33304626408075,27.3364221984912,10.1005332028395
10713,2.04308771929825,21.2379332897318,3.0380640941792,6.75644211903205,26.2234139960759,6.76883788006249
10721,9.42878417117657,17.8302299028798,2.86366519600242,24.2897396501417,28.6226125199104,15.0214326496552
10728,4.2611142374789,14.1754966887417,9.36754966887417,11.1026490066225,23.4304635761589,5.5281650864473
10731,4.20117762512267,26.5032467532468,11.9188311688312,8.38636363636364,24.2305194805195,8.50416054821341
10732,14.1782927406006,23.5230891719745,1.94187898089172,10.2213375796178,29.5167197452229,19.0640207890385
10739,5.90224358974359,44.9225806451613,63.6516129032258,7.74838709677419,17.5032258064516,14.3594249201278
10747,5.56061192873741,26.1982281284607,5.62679955703211,10.3133997785161,23.9645625692137,7.16628264208909
10754,-8.79985805535841,4.25225225225225,3.22522522522523,6.05405405405405,32.3693693693694,-8.60933147632312
10779,-7.27740492170022,25.0897435897436,42.2179487179487,6.32051282051282,15.9358974358974,1.0480413895048
10781,6.42477462437396,32.9436212504518,4.48825442717745,8.93783881460065,25.8127936393206,10.3103149763601
10785,8.39621407074628,22.6642941874259,4.92447607750099,11.4800316330565,33.1344404903124,12.430258302583
10792,6.9208464639707,24.550143025408,3.2037691401649,9.72025912838634,30.6118963486455,12.3488327155831
10800,4.0280271923398,19.29593605547,1.24845916795069,6.06221109399076,26.3123073959938,8.68909733550843
10821,2.37222350652103,17.7244191144235,2.47800672219787,13.5451410200205,24.7166447464562,9.4445986438985
10849,2.54329210275928,20.4845735027223,4.66569872958258,9.5557168784029,23.8736842105263,8.28394593911835
10868,7.21723323890463,22.9133440884997,4.76261811477299,9.66997003917953,32.3021433510025,11.4366581896958
10874,14.1544592983117,24.0074716799229,5.22656061701615,10.4948180284406,37.4087731983611,17.6924038762113
10918,2.34492753623188,16.5028248587571,5.63841807909604,16.3220338983051,6.9774011299435,0.463537906137184
10926,1.78995756718529,15.304347826087,1.76521739130435,8.57391304347826,18.2652173913043,-1.37245256500351
10967,5.35747820254863,39.0615384615385,5.63692307692308,6.59076923076923,39.0892307692308,12.5563709139426
10980,7.18742505604504,23.1690573770492,5.5968237704918,10.2061987704918,29.9016393442623,11.2181194091949
10990,7.56826501830403,22.3964446952596,6.31941309255079,11.1297968397291,32.222065462754,11.6882947118241
10994,4.46055333824156,22.4712345806987,4.02031719705608,10.2678552918006,27.7730900798176,9.69758898706521
11003,5.42300639341825,20.7555668016194,6.40814777327935,11.0091093117409,26.9111842105263,9.66201007009576
11013,1.97016067329763,29.962441314554,18.4460093896714,11.7887323943662,18.9859154929577,11.3295711060948
11027,16.8707482993197,44.3316708229426,8.09476309226933,10.1895261845387,39.14463840399,20.1169950738916
11042,5.91743633627431,21.7167589330649,4.20005032712632,11.572722697534,32.1649723200805,11.3344818785094
11049,6.77248201438849,34.8233731739708,4.79017264276228,11.0863213811421,24.3877822045153,8.04940755644981
11057,3.08150539437072,20.1680546923555,3.33390926041019,11.5569670602859,31.9601118707272,8.5825885441401
11066,4.84792841255884,21.0236211940622,3.59437642214758,10.0296890237295,29.158196987756,10.2806490260478
11067,9.47668668315083,16.1695294996266,5.72143390589993,11.7221807318895,30.0216579536968,11.3010714913051
11076,20.2312267657993,30.1331658291457,19.035175879397,11.178391959799,28.178391959799,22.196804647785
11092,5.98303393213573,32.0942408376963,6.7434554973822,8.07329842931937,23.9895287958115,8.87426326129666
11097,16.1093823668081,34.3546391752577,10.2927835051546,12.0329896907216,38.1711340206186,16.3257751041185
11109,10.6414127294754,27.5950347567031,4.80139026812314,10.5185700099305,31.0510427010924,14.5352367688022
11111,12.966869037294,22.5154155495979,4.72050938337802,11.2747989276139,32.9738605898123,13.8126403039199
11122,10.3387990762125,37.4518229166667,7.16276041666667,9.56901041666667,54.5091145833333,15.1486424298205
11140,6.75804860550623,21.5175284837862,4.35495179666959,8.14767747589833,27.9592462751972,10.1487780861158
11146,7.71943776585907,20.8895297249335,8.07630878438332,8.31100266193434,33.5008873114463,12.2910488742449
11150,5.41263494602159,26.7549019607843,7.89950980392157,8.41176470588235,23.8382352941176,8.10732673267327
11193,6.13218775864108,20.3218041365562,4.13859955145776,11.324794418141,35.7947171692001,11.5356228332808
11203,4.92839102659337,20.5431993156544,12.082121471343,12.5970915312233,28.8665526090676,8.2115668338743
11233,0.936685288640596,59.3589743589744,5.96153846153846,5.16666666666667,27.7051282051282,10.5767097966728
11252,4.18110469420998,18.2218543046358,6.63079470198675,9.07615894039735,21.1034768211921,8.04949763593381
11259,3.7391356542617,14.5695925828214,1.53812233822033,11.4899935928843,23.2609957411525,9.63618294447332
11267,9.29478553406224,23.04114490161,5.82331085730012,10.6945094261731,35.8699600935737,13.6526883330837
11274,8.51779267663744,9.36997885835095,4.77589852008457,13.6194503171247,23.0126849894292,7.13112244897959
11278,5.44317259411972,19.1266964187731,2.87836997475948,15.749058053188,30.7166294765336,10.2639267676316
11292,5.42827521067312,21.0005695375944,3.23114388679949,16.7211131514086,29.2061824287833,10.163492696591
11298,7.37823978165217,22.3975865326048,5.17060230753613,17.5485827279067,29.8788940775593,11.5874627126799
11308,6.04314442413163,18.4655172413793,6.20306513409962,9.272030651341,29.4540229885057,10.6516976998905
11315,22.0563725490196,30.9527777777778,8.76388888888889,7.57777777777778,50.2722222222222,24.6851851851852
11336,-3.96319018404908,29.6470588235294,0.0,3.23529411764706,17.0,-1.93373493975904
11337,8.9734721289456,26.7926509186352,26.4698162729659,10.0481189851269,27.7025371828521,16.3465050639216
11413,12.2283070767692,24.6001091107474,4.42389525368249,8.45935624659029,41.1543917075832,14.6307136629717
11415,0.612864077669903,10.1428571428571,2.16666666666667,11.0714285714286,18.4365079365079,1.42270531400966
11423,6.06171883958262,20.3045678144765,5.05495432185524,10.1070976809557,28.7583977512298,10.3693536382893
11433,2.50534915498022,24.9752353976881,6.51339661639746,12.9894932251397,33.5557299242134,9.08295718681672
11445,26.7061503416856,20.7929447852761,4.73619631901841,17.521472392638,9.51687116564417,15.9657142857143
11447,6.93564775613887,67.0047393364929,10.9668246445498,6.36492890995261,38.8341232227488,9.23925863521483
11468,6.43683589138135,42.8089171974522,10.3949044585987,9.38216560509554,23.375796178344,11.360884749709
11470,4.3215234720992,11.5251798561151,1.94964028776978,7.08393285371703,19.1630695443645,4.94478527607362
11471,11.3687272727273,30.7241379310345,6.25862068965517,11.5574712643678,31.2701149425287,16.9060258249641
11481,8.42563198118754,32.2078272604588,8.39226270805218,11.6248313090418,25.195681511471,13.4080435693339
11503,14.2484034353667,29.1100917431193,14.143119266055,19.1110091743119,22.954128440367,16.779427587691
11525,-4.19036697247706,33.7866666666667,44.1333333333333,9.84,13.3866666666667,1.37025796661609
11537,6.31008645533141,31.7830687830688,6.52169312169312,7.58518518518519,39.3470899470899,11.5704184979935
11540,6.93272171253823,20.8643108651911,2.9976106639839,6.80193661971831,27.7423289738431,11.369171156347
11577,6.24825891028267,22.2658610271903,5.87713997985901,9.0392749244713,31.8902316213494,11.1387530562347
11587,4.60847880299252,32.340206185567,21.860824742268,6.96907216494845,25.7525773195876,12.4249384741591
11603,3.55661696178938,22.8041345480028,2.77785564120533,7.18780658724597,28.3090399439383,7.26342086916105
11612,6.66350622792341,23.0717339667458,4.89596199524941,8.74014251781473,33.3453681710214,10.3461502825906
11617,7.73058446757406,17.4519140989729,6.19887955182073,8.43043884220355,27.4491129785247,9.49751639181403
11618,18.8600652334295,13.3884180935344,2.68949654996167,44.5542754919499,22.1770508561206,22.8921084226824
11624,0.411399767351687,22.1974248927039,6.59728183118741,14.6330472103004,15.8640915593705,3.73411129327804
11630,-1.66412771285476,20.1570850202429,2.5004048582996,10.668016194332,15.9457489878543,0.787701928087546
11637,6.27683140553803,26.1639985770189,7.04909284951974,11.367129135539,24.8271077908218,10.5203354297694
