op_carrier_fl_num,fl_num_avg_dep_delay,fl_num_avg_taxi_out,fl_num_avg_wheels_off,fl_num_avg_wheels_on,fl_num_avg_taxi_in,fl_num_avg_arr_delay,fl_num_avg_crs_elapsed_time,fl_num_avg_actual_elapsed_time,fl_num_avg_air_time,fl_num_avg_carrier_delay,fl_num_avg_weather_delay,fl_num_avg_nas_delay,fl_num_avg_security_delay,fl_num_avg_late_aircraft_delay,fl_num_avg_total_add_gtime,fl_num_avg_longest_add_gtime
2462,6.09786548530004,16.6854611357229,1563.56343133306,1466.66854611357,8.31655255739025,-0.693515908175594,163.476842529199,156.685461135723,131.68344744261,11.1764705882353,0.896470588235294,13.2305882352941,0.0470588235294118,13.1411764705882,14.5714285714286,14.5714285714286
2463,4.82635914332784,14.5370675453048,1292.96968698517,1452.47907742998,7.59439868204283,-0.255683690280066,129.490609555189,124.408566721582,102.277100494234,12.1516483516484,2.34285714285714,9.27912087912088,0.254945054945055,17.7274725274725,19.5,19.5
2464,4.97790802524797,15.7966636609558,1268.88367899008,1415.77727682597,7.56131650135257,-1.21776375112714,159.729486023445,153.533814247069,130.175834084761,11.2988826815642,1.30167597765363,11.0195530726257,0.108938547486034,17.4469273743017,16.6666666666667,16.6666666666667
2465,5.39500734214391,14.9618208516887,1253.25580029369,1379.23436123348,7.01204111600587,-1.3215859030837,156.865785609398,150.14919236417,128.175330396476,12.0575916230366,1.521815008726,9.43804537521815,0.115183246073298,18.0383944153578,20.6153846153846,20.6153846153846
2466,4.45945005221023,16.3334493560738,1308.3045596937,1504.46849982597,6.92690567351201,-0.780020884093282,144.587191089454,139.34772015315,116.087365123564,14.4819532908705,3.91932059447983,12.7983014861996,0.114649681528662,12.9087048832272,29.75,29.75
2467,4.40649554740702,14.4578313253012,1170.90361445783,1236.09324253536,9.04714510214772,0.151911995809324,123.279203771608,119.02462022001,95.5196437925616,15.3433333333333,1.36666666666667,9.41,0.273333333333333,17.1366666666667,18.0,18.0
2468,5.75805391190007,13.9533201840894,1506.45627876397,1581.66337935569,6.56015779092702,-0.0683760683760684,108.239973701512,102.413543721236,81.9000657462196,16.5180722891566,0.481927710843373,10.6425702811245,0.0240963855421687,13.1044176706827,13.8,13.8
2469,8.46685340802988,15.6850295673825,1557.39931528167,1578.59383753501,7.35231870525988,2.40024898848428,172.483348895114,166.416744475568,143.379396202926,18.0350318471338,2.51114649681529,10.2468152866242,0.210191082802548,14.5589171974522,22.5714285714286,22.5714285714286
2470,6.06382361473745,16.9268929503916,1276.09544531477,1435.58485639687,8.24078909196403,1.88714824485059,145.752828546562,141.576153176675,116.40847113432,11.4776785714286,1.99255952380952,13.7678571428571,0.0208333333333333,14.2514880952381,16.4444444444444,16.4444444444444
2471,7.91196698762036,15.6887895460798,1366.27372764787,1399.47558459422,6.14821182943604,3.79539202200825,143.584594222834,139.468019257221,117.631017881706,12.8308383233533,1.73353293413174,11.8607784431138,0.106287425149701,14.4640718562874,24.6666666666667,24.1111111111111
2472,6.56880152187698,16.0729232720355,1509.24730500951,1522.78979074192,7.48953709575143,1.20925808497146,122.096702599873,116.737159162968,93.1746987951807,11.7072758037225,1.06429780033841,11.5617597292724,0.0304568527918782,17.9255499153976,33.7,33.7
2473,6.44527802294793,14.9973521624007,1210.87246248897,1359.78375992939,7.11562224183583,-0.657105030891439,150.333186231244,143.230803177405,121.117828773169,12.1449275362319,1.46666666666667,8.75072463768116,0.0202898550724638,19.3014492753623,20.6666666666667,20.6666666666667
2474,6.86648177496038,16.8015055467512,1324.83874801902,1292.54358161648,5.6675911251981,1.93145800316957,143.437004754358,138.501980982567,116.032884310618,13.0704225352113,1.0523138832998,9.17303822937626,0.0,17.1730382293763,23.7142857142857,23.7142857142857
2475,3.92660550458716,16.3390506581572,1300.40885520542,1475.92062225768,7.89389708815317,-0.337854008775429,136.885121659354,132.620662145991,108.387714399681,10.2041343669251,1.82428940568475,13.2118863049096,0.0490956072351421,13.8992248062016,16.0,16.0
2476,5.7920446615492,16.6182833217027,1534.36496859735,1617.40125610607,5.60990928122819,0.693649685973482,117.759944173064,112.661549197488,90.4333565945569,17.3891213389121,0.673640167364017,8.38912133891213,0.0,13.0041841004184,13.6,13.6
2477,7.71554934823091,16.4525139664804,1621.75325884544,1621.44739292365,7.25512104283054,2.18389199255121,138.40270018622,132.87104283054,109.163407821229,10.7726218097448,1.8677494199536,11.0232018561485,0.169373549883991,18.4849187935035,25.75,25.75
2478,5.76117021276596,16.0106382978723,1297.90585106383,1442.34414893617,7.40744680851064,-0.218085106382979,127.665425531915,121.686170212766,98.268085106383,12.7147540983607,2.35081967213115,11.6393442622951,0.0524590163934426,18.4819672131148,28.8,28.8
2479,3.68930122384524,17.0157915515199,1358.66048164232,1413.31306750888,7.44216344255823,-3.33438610343466,122.407422029214,115.383734701934,90.9257797078563,14.8223495702006,1.57593123209169,11.9283667621777,0.0916905444126074,13.5272206303725,21.1538461538462,21.1538461538462
2480,4.30631543397501,13.2478892266126,1244.72914555893,1377.1030057413,7.43431273218507,-0.715298885511651,127.479905437352,122.458291117866,101.776089159068,12.6577181208054,0.729306487695749,9.62192393736018,0.0,18.4340044742729,23.8333333333333,23.8333333333333
2481,5.16661407384033,13.7500788892395,1371.10665825181,1564.03818239192,6.27705900915115,0.532975702114232,136.670874092774,132.037235721048,112.010097822657,11.5811808118081,1.01291512915129,10.5129151291513,0.0,14.1143911439114,34.4,34.4
2482,5.43617797228301,13.9146608315098,1322.86214442013,1411.6484318016,4.5237053245806,1.25966447848286,92.3347921225383,88.1582786287381,69.7199124726477,11.7927927927928,0.193693693693694,7.78378378378378,0.166666666666667,16.5630630630631,19.25,19.25
2483,4.30916914928831,14.9913935782853,1367.59715326051,1529.88679245283,7.08275405494869,-0.587222773915922,134.450513075141,129.554121151936,107.479973518702,11.9704545454545,1.07272727272727,9.66136363636364,0.0431818181818182,17.3818181818182,20.1428571428571,20.1428571428571
2484,7.44877644131066,15.1302364164247,1527.52301949399,1152.08710078805,7.07839070924927,1.22687681459975,144.632932393198,138.411032766487,116.202405640813,15.1674208144796,1.05203619909502,11.0022624434389,0.115384615384615,16.7805429864253,27.8461538461538,27.8461538461538
