tail_num,tail_num_avg_dep_delay,tail_num_avg_taxi_out,tail_num_avg_wheels_off,tail_num_avg_wheels_on,tail_num_avg_taxi_in,tail_num_avg_arr_delay,tail_num_avg_crs_elapsed_time,tail_num_avg_actual_elapsed_time,tail_num_avg_air_time,tail_num_avg_carrier_delay,tail_num_avg_weather_delay,tail_num_avg_nas_delay,tail_num_avg_security_delay,tail_num_avg_late_aircraft_delay,tail_num_avg_total_add_gtime,tail_num_avg_longest_add_gtime
N292WN,8.307015130674,12.1276478679505,1371.14030261348,1456.42861072902,5.13425034387895,1.28363136176066,117.650618982118,110.627235213205,93.3653370013755,11.8030303030303,1.13787878787879,6.26060606060606,0.0409090909090909,20.1287878787879,19.875,19.875
N293AK,1.91486183719193,19.4615384615385,1346.50784167289,1493.44361463779,8.38461538461539,-3.56833457804332,235.828976848394,230.345780433159,202.499626587005,7.17435897435897,0.353846153846154,18.5589743589744,0.117948717948718,12.5897435897436,14.75,14.75
N293AY,5.51807228915663,22.6345381526104,1301.30923694779,1614.28915662651,8.80321285140562,-1.89156626506024,232.469879518072,225.060240963855,193.622489959839,22.02,0.22,13.32,0.0,6.3,41.0,41.0
N293PQ,3.37327642810243,20.9160181582361,1346.53534370947,1464.96433203632,7.49059662775616,-4.42412451361868,115.778210116732,108.022373540856,79.6157587548638,10.5425531914894,1.84255319148936,14.5106382978723,0.117021276595745,18.0702127659574,20.4666666666667,20.4666666666667
N293SY,0.563694267515924,16.1592356687898,1364.51592356688,1492.93550955414,6.69824840764331,-6.72611464968153,112.802547770701,105.512738853503,82.6552547770701,7.96,3.17,11.43,0.0,12.33,22.0,22.0
N293WN,9.2907728095115,12.3176531403463,1375.73610752132,1443.81726544327,5.06358232101318,2.64538640475575,116.325924011372,109.680537606617,92.2993021452572,12.2582781456954,0.480794701986755,7.16291390728477,0.0821192052980132,22.0503311258278,24.9230769230769,24.9230769230769
N294AK,2.98214285714286,20.3336038961039,1350.76136363636,1471.66152597403,9.1737012987013,-1.25568181818182,237.82711038961,233.589285714286,204.081980519481,5.70995670995671,0.796536796536797,19.2770562770563,0.329004329004329,12.6493506493506,19.6875,19.6875
N294JB,5.61337635670285,17.8281020827222,1349.06482839542,1428.57641537108,6.66764447051921,1.33206218832502,113.727192725139,109.445878556762,84.9501320035201,16.0114613180516,1.06876790830946,13.352435530086,0.0257879656160458,18.0071633237822,26.625,26.625
N294PQ,4.14009339559706,21.893919365499,1345.98545935228,1468.78056840714,7.4619960343688,-3.59484467944481,118.399537343027,111.133179114342,81.7772637144746,9.72049689440994,1.6832298136646,16.6086956521739,0.0,19.3664596273292,23.7777777777778,23.7777777777778
N294SY,3.86427320490368,16.2014010507881,1384.1584938704,1503.73905429072,6.54991243432574,-3.26094570928196,114.203152364273,107.077933450088,84.3266199649737,6.46715328467153,5.03649635036496,12.5620437956204,0.0,22.6642335766423,12.0,12.0
N294WN,8.17342799188641,12.0073529411765,1374.0360040568,1458.3450811359,5.19295131845842,1.10522312373225,117.091784989858,110.023580121704,92.823275862069,12.3504398826979,0.524926686217009,7.0733137829912,0.0,20.0982404692082,22.5714285714286,22.5714285714286
N295PQ,3.36772046589018,21.3297101449275,1339.41831357049,1463.27272727273,7.60803689064559,-3.97727272727273,116.565217391304,109.254611330698,80.3168642951252,9.75782881002088,1.51148225469729,17.4780793319415,0.0,16.7870563674322,21.0,21.0
N295SY,1.12423979148566,16.377932232841,1350.696785404,1476.26324934839,6.78974804517811,-6.35273675065161,110.598609904431,103.121633362294,79.9539530842745,6.47115384615385,2.75961538461538,8.52884615384615,0.0,18.5384615384615,14.5,14.5
N295WN,8.00877419354839,12.1158709677419,1379.12206451613,1457.48180645161,5.12748387096774,1.04670967741935,117.677419354839,110.71535483871,93.472,12.8694362017804,0.571216617210683,6.67804154302671,0.335311572700297,18.8338278931751,16.1428571428571,16.1428571428571
N296AK,3.38268398268398,19.7116883116883,1342.13246753247,1487.76796536797,9.38528138528138,-2.43549783549784,238.212987012987,232.394805194805,203.297835497836,9.953125,0.932291666666667,18.03125,0.0,11.921875,14.0666666666667,14.0666666666667
N296JB,5.85486778846154,17.2554086538462,1345.29326923077,1422.33022836538,6.73587740384615,1.12349759615385,114.996394230769,110.265024038462,86.2737379807692,16.6866764275256,0.790629575402635,13.6266471449488,0.0424597364568082,17.8931185944363,24.65,24.65
N296PQ,1.89184,20.8349730244367,1343.78927324659,1461.64265312599,7.3414788955887,-6.35480799746112,117.866074262139,109.63503649635,81.458584576325,10.0177664974619,1.6243654822335,15.4086294416244,0.0,17.989847715736,15.2857142857143,15.2857142857143
