origin_airport_id,avg_arr_delay,avg_carrier_delay,avg_weather_delay,avg_nas_delay,avg_late_aircraft_delay,avg_dep_delay
10135,7.02494873547505,24.2911504424779,4.13849557522124,17.5115044247788,33.0398230088496,10.5838302947691
10136,6.21396342911422,22.4382165605096,13.5210191082803,9.8624203821656,23.2713375796178,8.73784104389087
10140,3.81257692738055,19.8277377196936,2.62280306444344,12.8219918882379,29.543150067598,8.88376373473144
10141,7.537517053206,52.305,24.075,12.595,31.29,12.1130020422056
10146,10.3884422110553,31.8550295857988,14.3579881656805,13.0236686390533,41.9585798816568,13.7950901803607
10154,24.05602579605,17.9865591397849,3.54301075268817,28.9529569892473,57.7513440860215,27.248496993988
10155,3.17519142419602,17.5378927911275,7.28650646950092,9.27726432532348,27.0961182994455,5.29260843005498
10157,16.8162406015038,32.381074168798,6.36445012787724,26.3670076726343,38.9514066496164,19.3847309888789
10158,0.838996506827564,18.4452466907341,2.04452466907341,37.7533092659446,23.3513838748496,5.46105129829006
10165,5.31155778894472,3.921875,4.171875,5.140625,8.8125,9.58793969849246
10170,-1.64500406173842,9.52727272727273,1.57575757575758,4.56969696969697,28.3757575757576,-2.43623070674249
10185,4.6692624828218,14.7056418642682,7.03107113654947,22.7661488143908,29.0817661488144,6.9371289389557
10208,7.13218901055539,21.9326145552561,5.01509433962264,11.6361185983827,37.711051212938,11.5835467980296
10245,-0.560975609756098,2.27777777777778,0.0,5.55555555555556,2.55555555555556,-0.951612903225806
10257,4.40800094966762,21.9438523938285,3.62303165261651,20.0254493399077,29.5877206934945,9.86275031798148
10268,8.75851627554883,25.0037453183521,5.17228464419476,24.7715355805243,19.6104868913858,9.80467571644042
10275,5.44628571428571,9.04885993485342,3.22475570032573,17.4267100977199,21.185667752443,6.77632327831531
10279,5.31773037395285,19.5341812400636,4.23847376788553,19.8823529411765,36.0021197668257,8.16421378776143
10299,-3.0535214914552,22.2071254702368,2.26974994467803,11.0739101571144,18.4000885151582,0.799927976129231
10333,9.94732441471572,40.5585106382979,39.9042553191489,9.43085106382979,30.9255319148936,15.6473509933775
10361,0.736882129277567,31.1666666666667,9.5343137254902,15.2205882352941,34.7303921568627,7.8334595003785
10372,16.1115762357108,25.931394245969,9.02213088839709,19.3841289914638,45.0784065760354,18.7137701499719
10397,2.77915335770637,21.1869508972151,5.44852818628424,13.8682788231839,20.0342140141745,9.23583745339731
10408,6.76470133085732,23.5106897942719,6.80960064542154,20.6058894715611,31.3711173860428,10.3303688809837
10409,13.6411290322581,54.5054945054945,24.3406593406593,28.3076923076923,31.8241758241758,15.1971830985915
10423,4.83529009814884,19.0730696300216,2.62287780570622,16.9411738766151,27.4532786523791,9.93760360667421
10431,7.6311862174915,20.3044925124792,4.96117581808098,19.7950637825846,36.5085967831392,11.5881161007667
10434,4.5553131533497,22.7802713987474,7.63935281837161,21.8794363256785,31.606993736952,9.87775260534662
10466,5.51146092239713,26.9161041465767,3.79797492767599,10.7666345226615,17.5371263259402,9.84048798385617
10469,3.43670803396473,24.003187250996,6.73864541832669,16.3537848605578,36.9330677290837,7.63905557004957
10529,2.39115732952711,20.1299192476745,2.8688541347235,18.3434529285495,30.9912092405193,8.71720200582774
10551,-1.712158808933,4.25345622119816,0.626728110599078,5.7926267281106,29.7557603686636,-1.85678859268444
